timestamp,machine_id,cycle_time_sec,Temperature_C,Vibration_mms,Sound_dB,Oil_Level_pct,Coolant_Level_pct,Hydraulic_Pressure_bar,Coolant_Flow_L_min,Heat_Index,Power_Consumption_kW,Operational_Hours,Error_Codes_Last_30_Days,sensor_anomaly_score,AI_Override_Events,flag_temperature_high,flag_vibration_high,flag_sound_high,flag_oil_low,flag_coolant_low,flag_pressure_low,flag_coolant_flow_low,flag_heat_high,flag_power_high,flag_error_codes_high,flag_anomaly_high,degradation_score,degradation_rate_pct,predicted_failure_probability,Remaining_Useful_Life_days,Failure_Within_7_Days,Maintenance_Required_Within_45_Days
2026-01-01 06:45:00,M04,52.75,69.71,3.34,79.17,75.02,78.47,118.89,27.65,80.23,52.72,1591.45,3.0,0.486,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.2,21.1,0.366,193.9,0,0.0
2026-01-01 06:50:00,M01,46.37,61.92,1.93,72.65,86.02,83.2,134.24,33.489999999999995,71.82,31.59,937.4,1.0,0.226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34750000000000003,306.2,0,0.0
2026-01-01 06:50:00,M02,43.76,66.64,2.83,67.28,86.26,84.85,133.76,33.7,66.22,45.02,1314.86,2.0,0.278,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.2,0.329,242.8,0,0.0
2026-01-01 06:50:00,M03,49.53,67.43,2.02,67.71,85.49,80.01,131.64,33.56,70.66,42.73,1135.2,2.0,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.044,290.5,0,0.0
2026-01-01 06:50:00,M04,46.67,67.06,3.24,81.32,76.98,75.57,112.04,23.93,68.22,49.46,1590.42,5.0,0.535,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.6,0.253,168.5,0,0.0
2026-01-01 06:55:00,M01,48.25,60.65,2.21,67.63,95.33,82.3,132.51,36.12,66.09,42.36,922.88,0.0,0.086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.85,0,0.0
2026-01-01 06:55:00,M02,49.53,64.62,2.21,73.36500000000001,76.56,75.57,126.17,32.02,63.68,39.25,1315.08,1.0,0.456,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,239.2,0,0.0
2026-01-01 06:55:00,M03,46.05,67.98,1.75,67.6,91.22,78.85,127.55,32.83,73.03,44.23,1144.48,3.0,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186,264.4,0,0.0
2026-01-01 06:55:00,M04,48.61,66.81,2.2,80.49,80.67,74.23,128.73,35.25,74.59,45.33,1577.22,7.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8,11.8,0.368,175.1,0,0.0
2026-01-01 07:00:00,M01,46.1,56.15,1.98,72.51,82.53,85.2,123.82,33.89,63.86,43.97,933.47,1.0,0.35150000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.178,293.5,0,0.0
2026-01-01 07:00:00,M02,51.09,64.21,2.24,79.45,73.6,75.79,118.93,29.685000000000002,69.49,42.825,1039.835,3.0,0.629,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.6,0.296,199.7,0,0.0
2026-01-01 07:00:00,M03,47.96,60.37,1.99,67.49,82.57,78.33,123.46,32.09,68.78,35.1,1146.2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,283.3,0,0.0
2026-01-01 07:00:00,M04,49.5,72.73,3.41,77.11,73.54,64.47,127.19,25.62,75.03,45.99,1601.81,1.0,0.625,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32.9,0.449,165.2,0,0.0
2026-01-01 07:05:00,M01,43.66,66.38,1.75,69.66,87.94,79.69,143.87,29.63,62.79,43.67,933.93,2.0,0.149,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,276.6,0,0.0
2026-01-01 07:05:00,M02,47.47,67.02,2.66,70.71,85.01,72.76,134.42,27.35,70.535,46.4,1301.53,1.0,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,255.8,0,0.0
2026-01-01 07:05:00,M03,49.94,70.81,3.05,72.91,77.82,72.5,119.37,27.57,71.84,54.19,1184.4,3.0,0.548,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.2,0.324,198.7,0,0.0
2026-01-01 07:05:00,M04,50.79,72.38,2.32,74.5,72.36,72.24,125.93,30.57,78.07,50.14,1591.37,5.0,0.615,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,39.5,0.433,145.9,0,0.0
2026-01-01 07:10:00,M01,41.22,63.8,1.96,71.95,93.35,88.96,129.23,38.21,61.66,43.22,927.02,0.0,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.158,180.65,0,0.0
2026-01-01 07:10:00,M02,48.96,69.04,2.07,74.67,69.19,74.75,133.27,28.64,71.58,42.89,1311.03,6.0,0.493,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.3,21.7,0.211,215.4,0,0.0
2026-01-01 07:10:00,M03,45.85,63.41,2.57,73.33,81.44,72.31,124.93,31.81,70.87,40.9,1157.47,4.0,0.246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8,11.8,0.244,243.9,0,0.0
2026-01-01 07:10:00,M04,47.41,71.45,3.15,77.28,70.44,76.0,124.67,31.53,75.35,54.98,1600.16,1.0,0.623,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,23.0,0.426,172.1,0,0.0
2026-01-01 07:15:00,M01,42.66,57.45,1.92,80.33,90.0,78.91,135.2,37.01,63.33,42.45,935.86,2.0,0.5435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,279.8,0,0.0
2026-01-01 07:15:00,M02,47.13,71.5,2.63,77.93,77.06,75.26,130.24,29.22,65.2,53.11,1038.28,4.0,0.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8,11.8,0.292,192.5,0,0.0
2026-01-01 07:15:00,M03,49.75,59.28,2.09,75.11,80.41499999999999,77.21,130.49,32.81,62.83,40.15,1140.7,3.0,0.35133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,269.9,0,0.0
2026-01-01 07:15:00,M04,48.11,74.28,3.34,81.49,77.9,79.76,105.72,29.12,70.41,56.93,1596.72,4.0,0.23866666666666667,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.8,51.3,0.419,135.2,0,0.0
2026-01-01 07:20:00,M01,45.75,63.96,2.05,68.91,89.86,80.88,130.22,33.83,66.34,33.67,928.7,3.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.3615,284.1,0,0.0
2026-01-01 07:20:00,M02,47.98,72.21,2.76,79.24,82.39,69.29,127.21,35.74,69.62,43.75,1326.49,0.0,0.379,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4,22.4,0.304,195.4,0,0.0
2026-01-01 07:20:00,M03,48.01,59.91,1.99,67.92,79.39,82.75,122.29,30.71,67.96,41.2,1137.25,3.0,0.296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,285.3,0,0.0
2026-01-01 07:20:00,M04,50.75,72.35,3.43,77.3,69.49,68.89,111.9,27.82,71.44,53.7,1600.52,3.0,0.417,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.5,42.8,0.529,142.9,0,0.0
2026-01-01 07:25:00,M01,42.75,67.18,1.42,70.88,85.08,87.48,141.47,40.03,68.24,43.24,919.16,2.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,309.3,0,0.0
2026-01-01 07:25:00,M02,43.28,64.77,2.57,76.7,83.27,73.45,131.89,33.825,68.53,50.87,1330.43,1.0,0.445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283,237.5,0,0.0
2026-01-01 07:25:00,M03,41.75,61.63,2.07,70.27,82.09,81.08,131.06,30.42,65.53,46.11,1143.04,2.0,0.429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,278.3,0,0.0
2026-01-01 07:25:00,M04,48.84,61.74,3.0,76.26,79.5,64.81,116.43,35.96,72.85,49.42,1580.28,4.0,0.406,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2,34.2,0.433,201.1,0,0.0
2026-01-01 07:30:00,M01,45.55,64.94,1.13,74.17,95.56,88.4,131.73,32.35,64.32,42.29,933.17,2.0,0.261,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,297.9,0,0.0
2026-01-01 07:30:00,M02,43.14,67.92,2.445,76.73,78.8,85.25,122.22,31.91,73.35,44.9,1303.17,1.0,0.219,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169,251.2,0,0.0
2026-01-01 07:30:00,M03,46.3,61.85,2.12,67.78,83.97,71.18,127.54,30.13,77.29,43.55,1147.55,3.0,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,272.7,0,0.0
2026-01-01 07:30:00,M04,49.71,67.77,3.25,78.5,80.96,69.52,123.15,29.41,70.59,50.1,1600.7,2.0,0.699,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.2,0.24,195.0,0,0.0
2026-01-01 07:35:00,M01,44.98,64.51,1.28,74.98,95.8,77.62,133.32999999999998,32.05,64.84,45.48,936.48,3.0,0.083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239,296.6,0,0.0
2026-01-01 07:35:00,M02,49.0,71.91,2.32,76.27,83.06,81.78,118.84,25.19,73.07499999999999,47.25,1320.87,0.0,0.314,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,224.8,0,0.0
2026-01-01 07:35:00,M03,45.65,60.78,2.58,68.14,74.66,86.22,124.97,28.34,69.86,44.96,1154.1,3.0,0.15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172,272.6,0,0.0
2026-01-01 07:35:00,M04,46.0,65.36,2.55,78.55,73.6,67.21,122.04,30.49,73.84,46.81,1581.79,4.0,0.309,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.2,21.1,0.433,208.5,0,0.0
2026-01-01 07:40:00,M01,47.53,62.59,1.47,65.7,85.94,78.58,134.93,32.04,60.09,43.556666666666665,936.85,3.0,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,290.5,0,0.0
2026-01-01 07:40:00,M02,48.665,73.61,3.41,76.75,87.13,75.18,126.64,30.56,72.8,45.92,1318.51,1.0,0.316,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,23.7,0.285,217.8,0,0.0
2026-01-01 07:40:00,M03,51.8,65.13,2.41,76.02,81.06,79.6,131.16,32.29,67.62,47.22,1164.07,3.0,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,252.3,0,0.0
2026-01-01 07:40:00,M04,46.42,75.56,3.07,74.96,69.32,82.64,118.68,27.69,77.39,54.34,1592.8,5.0,0.418,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.9,45.4,0.441,267.25,0,0.0
2026-01-01 07:45:00,M01,46.16,66.66,2.43,71.26,83.75,81.84,119.18,30.03,61.03,41.63333333333333,941.89,3.0,0.151,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,282.2,0,0.0
2026-01-01 07:45:00,M02,48.33,64.33,2.49,75.16,86.65,82.39,133.42,30.61,72.78,47.43,1308.67,2.0,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,264.5,0,0.0
2026-01-01 07:45:00,M03,45.04,61.66,2.24,71.92,81.77,76.91,133.58,28.94,72.81,47.15,1168.23,3.0,0.486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1755,243.0,0,0.0
2026-01-01 07:45:00,M04,46.51,67.3,2.74,74.4,73.12,71.29,124.39,28.99,72.96,48.13,1584.77,2.0,0.353,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,223.7,0,0.0
2026-01-01 07:50:00,M01,44.79,59.38,1.24,70.67,84.0,82.32,123.6,30.295,69.97,39.71,949.3,5.0,0.225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8,11.8,0.234,247.3,0,0.0
2026-01-01 07:50:00,M02,41.74,64.45,1.92,67.52,83.56,81.61,121.14,30.66,66.28,48.15,1307.24,1.0,0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20550000000000002,269.6,0,0.0
2026-01-01 07:50:00,M03,45.37,62.36,2.07,70.2,90.05,80.17,139.51,34.1,73.8,46.91,1138.16,4.0,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8,11.8,0.177,273.7,0,0.0
2026-01-01 07:50:00,M04,50.4,70.6,2.9,78.58,72.49,68.08,121.75,27.92,74.56,53.98,1607.1,6.0,0.252,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.8,25.0,0.437,161.5,0,0.0
2026-01-01 07:55:00,M01,46.89,62.47,1.74,72.61,92.39,82.8,141.11,30.56,66.65,41.85,937.28,2.0,0.288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.139,286.4,0,0.0
2026-01-01 07:55:00,M02,50.16,69.69,2.02,79.41,77.42,76.37,113.77,30.71,65.62,51.03,1329.28,6.0,0.423,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8,11.8,0.355,196.4,0,0.0
2026-01-01 07:55:00,M03,49.66,59.35,1.9,73.21000000000001,84.77,84.24,128.58,34.19,68.89,41.66,1151.96,0.0,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,253.8,0,0.0
