timestamp,plant_id,supplier_id,supplier_name,raw_material_id,raw_material_name,purchase_order_id,delivery_id,planned_delivery_date,actual_delivery_date,supplier_delay_days,received_qty,ordered_qty,delivery_status,transport_type,logistics_incident_flag,customs_delay_flag,warehouse_id,stock_level,safety_stock,reorder_point,stockout_flag,inventory_turnover,reserved_stock_qty,available_stock_qty,damaged_stock_qty,shipment_id,customer_id,customer_region,shipment_date,estimated_arrival_date,actual_arrival_date,shipping_delay_days,shipped_qty,returned_qty,return_reason,logistics_cost
2026-01-01 07:25:00,FR02,SUP002,Alu Iberica,RM002,Aluminium 7075,PO000000018,DEL000000018,2026-01-07 07:25:00,2026-01-07 07:25:00,0.0,329.0,335.0,on_time,rail,False,False,WH_FR01,555.0,277.0,426.0,False,11.559999999999999,141.0,413.0,1.0,SHP000000018,CUS003,International,2026-01-08 07:25:00,2026-01-16 07:25:00,2026-01-18 07:25:00,2.0,785.0,3.0,quality,947.25
2026-01-01 07:30:00,FR01,SUP004,Fluides Techniques,RM004,Fluide hydraulique,PO000000019,DEL000000019,2026-01-13 07:30:00,2026-01-12 07:30:00,-1.0,1021.0,1028.0,on_time,camion,False,False,WH_ES01,511.0,231.0,398.0,False,11.12,40.0,468.0,3.0,SHP000000019,CUS001,Europe du Sud,2026-01-03 07:30:00,2026-01-11 07:30:00,2026-01-11 07:30:00,0.0,221.0,3.0,quality,776.615
2026-01-01 07:35:00,FR01,SUP003,Composites Europe,RM003,Composite carbone,PO000000020,DEL000000020,2026-01-10 07:35:00,2026-01-16 07:35:00,6.0,209.0,212.0,delayed,bateau,True,True,WH_FR01,566.0,194.0,307.0,False,10.28,239.0,327.0,0.0,SHP000000020,CUS003,International,2026-01-08 07:35:00,2026-01-14 07:35:00,2026-01-14 07:35:00,0.0,612.0,0.0,unknown,605.98
2026-01-01 07:40:00,FR02,SUP002,Alu Iberica,RM002,Aluminium 7075,PO000000021,DEL000000021,2026-01-11 07:40:00,2026-01-19 07:40:00,8.0,216.0,225.0,delayed,rail,True,False,WH_ES01,411.0,190.0,294.0,False,7.97,307.0,103.0,1.0,SHP000000021,CUS003,International,2026-01-07 07:40:00,2026-01-10 07:40:00,2026-01-12 07:40:00,2.0,519.0,2.0,damaged_transport,760.75
2026-01-01 07:45:00,FR01,SUP003,Composites Europe,RM003,Aluminium 7075,PO000000022,DEL000000022,2026-01-14 07:45:00,2026-01-14 07:45:00,0.0,1111.0,1115.0,on_time,bateau,False,False,WH_ES01,747.0,272.0,340.3333333333333,False,8.06,197.0,550.0,0.0,SHP000000022,CUS002,Europe du Sud,2026-01-03 07:45:00,2026-01-11 07:45:00,2026-01-18 07:45:00,7.0,482.0,2.0,quality,467.32
2026-01-01 07:50:00,FR02,SUP001,Aciers Rhône,RM003,Acier allié 42CrMo4,PO000000023,DEL000000023,2026-01-12 07:50:00,2026-01-16 07:50:00,4.0,538.0,543.0,delayed,camion,False,False,WH_ES01,766.0,160.0,386.6666666666667,False,12.5,171.0,593.0,2.0,SHP000000023,CUS003,Europe du Sud,2026-01-08 07:50:00,2026-01-12 07:50:00,2026-01-16 07:50:00,4.0,581.0,0.0,unknown,605.97
2026-01-01 07:55:00,FR01,SUP001,Aciers Rhône,RM001,Acier allié 42CrMo4,PO000000024,DEL000000024,2026-01-08 07:55:00,2026-01-06 07:55:00,-2.0,938.0,941.0,on_time,camion,False,False,WH_FR01,646.0,235.0,433.0,False,5.15,45.0,601.0,0.0,SHP000000024,CUS004,Europe du Nord,2026-01-05 07:55:00,2026-01-09 07:55:00,2026-01-09 07:55:00,0.0,495.0,1.0,quality,787.52
2026-01-01 08:00:00,FR01,SUP003,Composites Europe,RM003,Composite carbone,PO000000025,DEL000000025,2026-01-07 08:00:00,2026-01-07 08:00:00,0.0,1061.0,1064.0,on_time,bateau,False,False,WH_FR01,599.0,245.0,363.0,False,7.91,145.0,452.0,2.0,SHP000000025,CUS002,International,2026-01-04 08:00:00,2026-01-08 08:00:00,2026-01-08 08:00:00,0.0,431.0,1.0,quality,654.84
2026-01-01 08:05:00,FR01,SUP003,Composites Europe,RM003,Composite carbone,PO000000026,DEL000000026,2026-01-06 08:05:00,2026-01-10 08:05:00,4.0,665.0,670.0,delayed,bateau,False,True,WH_FR01,470.0,137.0,235.0,False,9.05,49.0,420.0,1.0,SHP000000026,CUS001,France,2026-01-03 08:05:00,2026-01-12 08:05:00,2026-01-19 08:05:00,7.0,569.0,3.0,wrong_quantity,786.65
2026-01-01 08:10:00,FR01,SUP002,Alu Iberica,RM002,Aluminium 7075,PO000000027,DEL000000027,2026-01-05 08:10:00,2026-01-04 08:10:00,-1.0,1147.0,1149.0,on_time,rail,False,False,WH_FR01,703.0,197.0,319.0,False,3.61,284.0,417.0,2.0,SHP000000027,CUS004,Europe du Nord,2026-01-02 08:10:00,2026-01-09 08:10:00,2026-01-13 08:10:00,4.0,794.0,2.0,wrong_quantity,641.98
2026-01-01 08:15:00,FR02,SUP003,Composites Europe,RM003,Composite carbone,PO000000028,DEL000000028,2026-01-09 08:15:00,2026-01-08 08:15:00,-1.0,671.0,678.0,on_time,bateau,False,False,WH_ES01,694.0,216.0,326.0,False,5.86,272.0,422.0,0.0,SHP000000028,CUS004,Europe du Nord,2026-01-05 08:15:00,2026-01-10 08:15:00,2026-01-09 08:15:00,-1.0,688.0,0.0,unknown,636.09
2026-01-01 08:20:00,FR02,SUP002,Alu Iberica,RM002,Aluminium 7075,PO000000029,DEL000000029,2026-01-12 08:20:00,2026-01-12 08:20:00,0.0,177.0,183.0,on_time,rail,False,False,WH_ES01,641.0,293.0,410.0,False,7.21,226.0,414.0,1.0,SHP000000029,CUS002,Europe du Nord,2026-01-03 08:20:00,2026-01-04 08:20:00,2026-01-06 08:20:00,2.0,334.0,1.0,quality,496.29
2026-01-01 08:25:00,FR02,SUP001,Aciers Rhône,RM001,Acier allié 42CrMo4,PO000000030,DEL000000030,2026-01-13 08:25:00,2026-01-12 08:25:00,-1.0,1049.0,1057.0,on_time,camion,False,False,WH_FR01,675.0,216.0,384.0,False,8.23,121.0,553.0,1.0,SHP000000030,CUS003,Europe du Nord,2026-01-04 08:25:00,2026-01-07 08:25:00,2026-01-07 08:25:00,0.0,151.0,0.0,unknown,317.47
2026-01-01 08:30:00,FR01,SUP002,Alu Iberica,RM002,Aluminium 7075,PO000000031,DEL000000031,2026-01-04 08:30:00,,,0.0,134.0,missing,rail,False,False,WH_ES01,444.0,187.0,379.0,False,3.99,168.0,275.0,1.0,SHP000000031,CUS001,Europe du Sud,2026-01-04 08:30:00,2026-01-08 08:30:00,2026-01-08 08:30:00,0.0,183.0,3.0,quality,408.18
2026-01-01 08:35:00,FR01,SUP003,Composites Europe,RM003,Composite carbone,PO000000032,DEL000000032,2026-01-05 08:35:00,2026-01-05 08:35:00,0.0,1066.0,1069.0,on_time,bateau,False,False,WH_ES01,586.0,141.0,361.0,False,4.27,76.0,510.0,0.0,SHP000000032,CUS001,Europe du Sud,2026-01-02 08:35:00,2026-01-10 08:35:00,2026-01-09 08:35:00,-1.0,879.0,2.0,damaged_transport,1206.37
2026-01-01 08:40:00,FR02,SUP001,Aciers Rhône,RM001,Acier allié 42CrMo4,PO000000033,DEL000000033,2026-01-12 08:40:00,2026-01-11 08:40:00,-1.0,566.0,569.0,on_time,camion,False,False,WH_FR01,836.0,258.0,379.0,False,12.82,312.0,524.0,0.0,SHP000000033,CUS004,International,2026-01-08 08:40:00,2026-01-14 08:40:00,2026-01-21 08:40:00,7.0,860.0,0.0,unknown,841.05
2026-01-01 08:45:00,FR02,SUP004,Fluides Techniques,RM004,Acier allié 42CrMo4,PO000000034,DEL000000034,2026-01-05 08:45:00,2026-01-04 08:45:00,-1.0,833.0,837.0,on_time,camion,False,False,WH_FR01,586.0,137.0,280.0,False,11.73,194.0,391.0,1.0,SHP000000034,CUS004,France,2026-01-08 08:45:00,2026-01-09 08:45:00,2026-01-11 08:45:00,2.0,759.0,2.0,wrong_quantity,945.06
2026-01-01 08:50:00,FR02,SUP004,Fluides Techniques,RM004,Fluide hydraulique,PO000000035,DEL000000035,2026-01-12 08:50:00,2026-01-11 08:50:00,-1.0,690.0,1178.0,on_time,camion,False,False,WH_FR01,389.0,122.0,330.0,False,5.09,201.0,186.0,2.0,SHP000000035,CUS003,Europe du Nord,2026-01-06 08:50:00,2026-01-10 08:50:00,2026-01-10 08:50:00,0.0,293.0,1.0,damaged_transport,410.18
2026-01-01 08:55:00,FR02,SUP001,Aciers Rhône,RM001,Acier allié 42CrMo4,PO000000036,DEL000000036,2026-01-15 08:55:00,2026-01-14 08:55:00,-1.0,547.0,551.0,on_time,camion,False,False,WH_FR01,649.0,180.0,326.0,False,5.45,106.0,543.0,0.0,SHP000000036,CUS002,France,2026-01-03 08:55:00,2026-01-07 08:55:00,2026-01-07 08:55:00,0.0,887.0,1.0,quality,1100.06
2026-01-01 09:00:00,FR02,SUP003,Composites Europe,RM003,Composite carbone,PO000000037,DEL000000037,2026-01-04 09:00:00,2026-01-02 09:00:00,-2.0,836.0,837.0,on_time,bateau,False,False,WH_ES01,837.0,157.0,366.0,False,10.47,269.0,568.0,0.0,SHP000000037,CUS004,International,2026-01-04 09:00:00,2026-01-13 09:00:00,2026-01-13 09:00:00,0.0,466.0,2.0,damaged_transport,533.38
2026-01-01 09:05:00,FR01,SUP002,Alu Iberica,RM002,Aluminium 7075,PO000000038,DEL000000038,2026-01-04 09:05:00,2026-01-02 09:05:00,-2.0,800.0,806.0,on_time,rail,False,False,WH_ES01,994.0,215.0,434.0,False,3.94,110.0,884.0,0.0,SHP000000038,CUS004,Europe du Sud,2026-01-02 09:05:00,2026-01-06 09:05:00,2026-01-06 09:05:00,0.0,303.0,2.0,damaged_transport,541.84
2026-01-01 09:10:00,FR02,SUP004,Fluides Techniques,RM004,Fluide hydraulique,PO000000039,DEL000000039,2026-01-15 09:10:00,2026-01-15 09:10:00,0.0,943.0,947.0,on_time,camion,False,False,WH_FR01,437.0,172.0,370.0,False,4.04,295.0,141.0,1.0,SHP000000039,CUS002,Europe du Nord,2026-01-02 09:05:00,2026-01-17 09:10:00,2026-01-16 09:10:00,-1.0,704.0,1.0,wrong_quantity,966.07
2026-01-01 09:15:00,FR01,SUP001,Aciers Rhône,RM001,Fluide hydraulique,PO000000040,DEL000000040,2026-01-07 09:15:00,2026-01-05 09:15:00,-2.0,159.0,162.0,on_time,camion,False,False,WH_ES01,808.0,228.0,377.0,False,6.1,136.0,672.0,0.0,SHP000000040,CUS004,Europe du Sud,2026-01-02 09:15:00,2026-01-09 09:15:00,2026-01-09 09:15:00,0.0,316.0,3.0,wrong_quantity,400.02
2026-01-01 09:20:00,FR02,SUP001,Aciers Rhône,RM001,Acier allié 42CrMo4,PO000000041,DEL000000041,2026-01-10 09:20:00,2026-01-08 09:20:00,-2.0,177.0,178.0,on_time,camion,False,False,WH_FR01,861.0,267.0,397.0,False,8.16,176.0,685.0,0.0,SHP000000041,CUS003,France,2026-01-06 09:20:00,2026-01-10 09:20:00,2026-01-10 09:20:00,0.0,573.0,0.0,unknown,514.2
2026-01-01 09:25:00,FR02,SUP004,Fluides Techniques,RM004,Fluide hydraulique,PO000000042,DEL000000042,2026-01-15 09:25:00,2026-01-13 09:25:00,-2.0,1157.0,1161.0,on_time,camion,False,False,WH_FR01,705.0,241.0,357.0,False,5.34,320.0,382.0,3.0,SHP000000042,CUS002,International,2026-01-07 09:25:00,2026-01-11 09:25:00,2026-01-18 09:25:00,7.0,313.0,1.0,wrong_quantity,405.67
2026-01-01 09:30:00,FR02,SUP003,Composites Europe,RM003,Composite carbone,PO000000043,DEL000000043,2026-01-13 09:30:00,2026-01-12 09:30:00,-1.0,763.0,767.0,on_time,bateau,False,False,WH_ES01,886.0,290.0,450.0,False,9.0,142.0,743.0,1.0,SHP000000043,CUS002,France,2026-01-07 09:30:00,2026-01-11 09:25:00,2026-01-08 09:30:00,,554.0,0.0,unknown,843.79
2026-01-01 09:35:00,FR02,SUP004,Fluides Techniques,RM003,Fluide hydraulique,PO000000044,DEL000000044,2026-01-04 09:35:00,2026-01-03 09:35:00,-1.0,1033.0,1039.0,on_time,camion,False,False,WH_FR01,465.0,225.0,394.0,False,6.99,85.0,378.0,2.0,SHP000000044,CUS001,Europe du Sud,2026-01-06 09:35:00,2026-01-07 09:35:00,2026-01-07 09:35:00,0.0,680.0,3.0,wrong_quantity,801.67
2026-01-01 09:40:00,FR01,SUP003,Composites Europe,RM003,Composite carbone,PO000000045,DEL000000045,2026-01-08 09:40:00,2026-01-11 09:40:00,3.0,780.0,787.0,delayed,bateau,False,True,WH_FR01,788.0,266.0,398.0,False,11.98,122.0,663.0,3.0,SHP000000045,CUS004,Europe du Nord,2026-01-07 09:40:00,2026-01-07 09:35:00,2026-01-09 09:40:00,,187.0,0.0,unknown,412.8
2026-01-01 09:45:00,FR02,SUP002,Alu Iberica,RM002,Aluminium 7075,PO000000046,DEL000000046,2026-01-14 09:45:00,2026-01-18 09:45:00,4.0,202.0,206.0,delayed,rail,False,False,WH_ES01,599.0,134.0,364.0,False,4.73,188.0,409.0,2.0,SHP000000046,CUS001,Europe du Nord,2026-01-08 09:45:00,2026-01-12 09:45:00,2026-01-19 09:45:00,7.0,324.0,2.0,quality,855.95
2026-01-01 09:50:00,FR01,SUP002,Alu Iberica,RM002,Aluminium 7075,PO000000047,DEL000000047,2026-01-15 09:50:00,2026-01-16 09:50:00,1.0,791.0,794.0,delayed,rail,False,False,WH_ES01,462.0,144.0,293.0,False,4.05,266.0,196.0,0.0,SHP000000047,CUS001,Europe du Sud,2026-01-04 09:50:00,2026-01-09 09:50:00,2026-01-09 09:50:00,0.0,461.0,3.0,quality,643.05
2026-01-01 09:55:00,FR01,SUP002,Alu Iberica,RM002,Aluminium 7075,PO000000048,DEL000000048,2026-01-13 09:55:00,2026-01-13 09:55:00,0.0,302.0,304.0,on_time,rail,False,False,WH_FR01,904.0,180.0,269.0,False,5.42,177.0,724.0,3.0,SHP000000048,CUS003,France,2026-01-06 09:55:00,2026-01-15 09:55:00,2026-01-15 09:55:00,0.0,493.0,0.0,wrong_quantity,762.74
2026-01-01 10:00:00,FR02,SUP004,Fluides Techniques,RM004,Fluide hydraulique,PO000000049,DEL000000049,2026-01-13 10:00:00,2026-01-12 10:00:00,-1.0,160.0,161.0,on_time,camion,False,False,WH_ES01,893.0,253.0,380.0,False,3.73,211.0,680.0,2.0,SHP000000049,CUS002,Europe du Nord,2026-01-08 10:00:00,2026-01-09 10:00:00,2026-01-16 10:00:00,7.0,451.0,3.0,damaged_transport,523.83
2026-01-01 10:05:00,FR01,SUP001,Aciers Rhône,RM001,Acier allié 42CrMo4,PO000000050,DEL000000050,2026-01-08 10:05:00,,,0.0,808.0,missing,unknown,False,False,WH_FR01,849.5,217.0,406.0,False,8.29,216.0,633.5,0.0,SHP000000050,CUS002,International,2026-01-08 10:00:00,2026-01-05 10:05:00,2026-01-05 10:05:00,0.0,330.0,2.0,quality,415.57
2026-01-01 10:10:00,FR01,SUP004,Fluides Techniques,RM004,Fluide hydraulique,PO000000051,DEL000000051,2026-01-12 10:10:00,2026-01-10 10:10:00,-2.0,174.5,1190.0,on_time,camion,False,False,WH_ES01,1204.0,195.0,356.0,False,7.85,175.0,1029.0,0.0,SHP000000051,CUS002,France,2026-01-05 10:10:00,2026-01-09 10:10:00,2026-01-11 10:10:00,2.0,497.0,0.0,unknown,456.77
2026-01-01 10:15:00,FR02,SUP001,Aciers Rhône,RM001,Acier allié 42CrMo4,PO000000052,DEL000000052,2026-01-15 10:15:00,2026-01-15 10:15:00,0.0,349.0,351.0,on_time,camion,False,False,WH_FR01,838.0,236.0,395.0,False,8.74,184.0,654.0,0.0,SHP000000052,CUS001,Europe du Sud,2026-01-03 10:15:00,2026-01-06 10:15:00,2026-01-07 10:15:00,1.0,816.0,1.0,wrong_quantity,605.77
2026-01-01 10:20:00,FR01,SUP003,Composites Europe,RM003,Acier allié 42CrMo4,PO000000053,DEL000000053,2026-01-04 10:20:00,2026-01-04 10:20:00,0.0,488.0,489.0,on_time,bateau,False,False,WH_ES01,574.0,213.0,441.0,False,10.16,131.0,441.0,2.0,SHP000000053,CUS001,Europe du Sud,2026-01-07 10:20:00,2026-01-13 10:20:00,2026-01-17 10:20:00,4.0,406.0,2.0,wrong_quantity,533.46
2026-01-01 10:25:00,FR02,SUP004,Fluides Techniques,RM004,Fluide hydraulique,PO000000054,DEL000000054,2026-01-03 10:25:00,2026-01-02 10:25:00,-1.0,1125.0,1130.0,on_time,camion,False,False,WH_ES01,652.0,187.0,337.0,False,6.48,57.0,595.0,0.0,SHP000000054,CUS002,France,2026-01-04 10:25:00,2026-01-07 10:25:00,2026-01-14 10:25:00,7.0,470.0,2.0,quality,781.44
2026-01-01 10:30:00,FR02,SUP003,Composites Europe,RM003,Composite carbone,PO000000055,DEL000000055,2026-01-07 10:30:00,2026-01-07 10:30:00,0.0,441.0,445.0,on_time,unknown,False,False,WH_FR01,863.0,161.0,319.0,False,6.02,347.0,514.0,2.0,SHP000000055,CUS001,France,2026-01-05 10:30:00,2026-01-07 10:30:00,2026-01-14 10:30:00,7.0,570.5,3.0,quality,578.76
2026-01-01 10:35:00,FR02,SUP004,Fluides Techniques,RM004,Fluide hydraulique,PO000000056,DEL000000056,2026-01-14 10:35:00,2026-01-14 10:35:00,0.0,516.0,522.0,on_time,camion,False,False,WH_FR01,800.0,191.0,272.0,False,9.97,253.0,547.0,0.0,SHP000000056,CUS003,Europe du Sud,2026-01-05 10:35:00,2026-01-08 10:35:00,2026-01-09 10:35:00,1.0,671.0,0.0,unknown,793.93
2026-01-01 10:40:00,FR02,SUP003,Composites Europe,RM003,Fluide hydraulique,PO000000057,DEL000000057,2026-01-05 10:40:00,2026-01-05 10:40:00,0.0,505.0,510.0,on_time,bateau,False,False,WH_ES01,588.0,178.0,396.0,False,12.14,209.0,378.0,1.0,SHP000000057,CUS002,International,2026-01-05 10:40:00,2026-01-10 10:40:00,2026-01-09 10:40:00,-1.0,453.5,0.0,unknown,844.49
2026-01-01 10:45:00,FR01,SUP002,Alu Iberica,RM002,Aluminium 7075,PO000000058,DEL000000058,2026-01-05 10:45:00,2026-01-04 10:45:00,-1.0,1049.0,1051.0,on_time,rail,False,False,WH_ES01,563.0,140.0,232.0,False,9.17,152.0,411.0,0.0,SHP000000058,CUS004,Europe du Sud,2026-01-06 10:45:00,2026-01-08 10:45:00,2026-01-08 10:45:00,0.0,236.0,1.0,damaged_transport,413.75
2026-01-01 10:50:00,FR02,SUP004,Fluides Techniques,RM004,Fluide hydraulique,PO000000059,DEL000000059,2026-01-07 10:50:00,2026-01-05 10:50:00,-2.0,1041.0,1046.0,on_time,camion,False,False,WH_ES01,928.0,218.0,339.0,False,6.92,340.0,584.0,4.0,SHP000000059,CUS001,Europe du Nord,2026-01-06 10:50:00,2026-01-10 10:50:00,2026-01-17 10:50:00,7.0,669.0,3.0,wrong_quantity,1031.57
2026-01-01 10:55:00,FR01,SUP004,Aciers Rhône,RM001,Acier allié 42CrMo4,PO000000060,DEL000000060,2026-01-11 10:55:00,2026-01-11 10:55:00,0.0,1094.0,1101.0,on_time,camion,False,False,WH_ES01,933.0,282.0,459.0,False,3.76,323.0,608.0,2.0,SHP000000060,CUS001,International,2026-01-02 10:55:00,2026-01-10 10:55:00,2026-01-17 10:55:00,7.0,774.0,0.0,unknown,979.78
