timestamp,plant_id,production_line_id,machine_id,product_id,batch_id,work_order_id,actual_production_qty,good_qty,scrap_qty,production_speed,machine_status,downtime_minutes,setup_time_minutes,operator_id,inspection_id,dimension_measurement,tolerance_min,tolerance_max,defect_type,defect_category,defect_severity,is_conforming,scrap_flag,rework_required,quality_score,vision_defect_detected,operator_validation
2026-01-01 08:55:00,FR01,L01,M03,P001,BATCH003,WO1002,1087.0,1040.0,47.0,20.5,running,8.0,33.0,OP03,INS0035,10.192,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,True
2026-01-01 09:00:00,FR01,L03,M01,P002,BATCH001,WO1003,912.0,870.0,42.0,18.71,running,12.0,33.0,OP01,INS0036,9.898,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True
2026-01-01 09:05:00,FR02,L03,M02,P001,BATCH003,WO1001,1042.0,1014.0,211.97761664564942,22.14,stopped,1.0,16.0,OP03,INS0037,9.604,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True
2026-01-01 09:10:00,FR01,L02,M02,P001,BATCH003,WO1002,1006.0,971.0,35.0,24.73,running,58.0,19.0,OP02,INS0038,9.938,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True
2026-01-01 09:15:00,FR02,L02,M04,P002,BATCH001,WO1001,996.0,994.0,2.0,20.4,stopped,42.0,22.0,OP03,INS0039,9.959,9.5,10.5,no_defect,none,minor,True,False,False,91.0,False,True
2026-01-01 09:20:00,FR02,L03,M01,P001,BATCH003,WO1002,1024.0,987.0,37.0,19.92,stopped,8.0,7.0,OP03,INS0040,9.736,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,False
2026-01-01 09:25:00,FR01,L02,M03,P001,BATCH001,WO1001,1032.0,1018.0,14.0,22.74,running,36.0,44.0,OP02,INS0041,10.275,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True
2026-01-01 09:30:00,FR01,L03,M03,P003,BATCH002,WO1003,911.0,877.0,34.0,22.595,running,41.0,29.5,OP03,INS0042,9.728,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,True
2026-01-01 09:35:00,FR02,L01,M03,P001,BATCH001,WO1001,1045.0,1042.0,3.0,22.45,running,21.0,15.0,OP01,INS0043,10.39,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True
2026-01-01 09:40:00,FR02,L01,M01,P001,BATCH003,WO1001,1080.0,1044.0,36.0,26.06,running,13.0,6.0,OP01,INS0044,10.028,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True
2026-01-01 09:45:00,FR02,L03,M04,P003,BATCH003,WO1003,1097.0,1085.0,12.0,21.29,running,2.0,19.0,OP02,INS0045,9.756,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,True
2026-01-01 09:50:00,FR02,L01,M03,P001,BATCH003,WO1001,944.0,905.0,39.0,18.37,running,28.0,20.0,OP02,INS0046,10.054,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True
2026-01-01 09:55:00,FR02,L03,M04,P001,BATCH002,WO1003,1007.0,1004.0,3.0,22.53,stopped,0.0,32.0,OP02,INS0047,10.478,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,False
2026-01-01 10:00:00,FR02,L03,M01,P003,BATCH001,WO1001,1073.0,1060.0,13.0,25.29,stopped,56.0,26.0,OP01,INS0048,9.742,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,False
2026-01-01 10:05:00,FR02,L01,M03,P001,BATCH002,WO1001,956.0,951.0,5.0,21.27,stopped,58.0,8.0,OP02,INS0049,10.07,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,True
2026-01-01 10:10:00,FR02,L01,M03,P001,BATCH001,WO1003,896.0,866.0,211.97761664564942,19.35,running,6.0,44.0,OP02,INS0050,10.066,9.5,10.5,no_defect,none,minor,True,False,False,91.0,False,True
2026-01-01 10:15:00,FR02,L01,M02,P002,BATCH001,WO1003,1121.0,1112.0,9.0,20.45,running,24.0,41.0,OP03,INS0051,9.791,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,True
2026-01-01 10:20:00,FR01,L02,M04,P003,BATCH003,WO1002,954.0,905.0,49.0,21.4,maintenance,9.0,19.0,OP01,INS0052,10.227,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,True
2026-01-01 10:25:00,FR02,L01,M02,P002,BATCH003,WO1002,1046.0,1001.0,45.0,21.21,running,9.0,34.0,OP03,INS0053,10.004,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True
2026-01-01 10:30:00,FR01,L02,M03,P002,BATCH001,WO1003,940.0,909.0,31.0,18.75,running,207.9232060428032,24.0,OP01,INS0054,10.199,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True
2026-01-01 10:35:00,FR01,L02,M02,P001,BATCH003,WO1002,943.0,915.0,28.0,19.67,running,26.0,38.0,OP02,INS0055,10.162,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,True
2026-01-01 10:40:00,FR02,L01,M03,P001,BATCH003,WO1002,989.5,985.5,4.0,20.22,running,38.0,22.0,OP03,INS0056,10.233,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True
2026-01-01 10:45:00,FR01,L02,M01,P002,BATCH002,WO1001,1036.0,1017.0,19.0,20.77,stopped,42.0,30.0,OP01,INS0057,9.396,9.5,10.5,fissure,dimensionnel,major,False,True,True,67.0,True,False
2026-01-01 10:50:00,FR02,L01,M01,P003,BATCH002,WO1003,934.0,918.0,16.0,19.14,maintenance,37.0,11.0,OP03,INS0058,9.788,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,True
2026-01-01 10:55:00,FR01,L03,M03,P003,BATCH001,WO1002,1007.0,996.0,11.0,18.84,running,25.0,5.0,OP03,INS0059,10.082,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True
2026-01-01 11:00:00,FR02,L01,M01,P003,BATCH003,WO1001,1007.0,940.0,46.0,21.2,running,42.0,41.0,OP03,INS0060,10.306,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True
2026-01-01 11:05:00,FR01,L02,M01,P001,BATCH003,WO1002,1007.0,992.0,15.0,18.79,running,29.0,43.0,OP01,INS0061,10.397,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True
2026-01-01 11:10:00,FR01,L03,M03,P003,BATCH003,WO1002,1049.0,1027.0,22.0,19.48,running,30.0,33.0,OP01,INS0062,9.843,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True
2026-01-01 11:15:00,FR02,L02,M03,P003,BATCH002,WO1003,1047.0,1015.0,32.0,24.91,running,32.0,19.0,OP02,INS0063,10.0425,9.5,10.5,no_defect,none,minor,True,False,False,91.0,False,True
2026-01-01 11:20:00,FR02,L01,M03,P001,BATCH001,WO1002,854.0,811.0,43.0,19.01,running,45.0,39.0,OP02,INS0064,10.242,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,False
2026-01-01 11:25:00,FR01,L01,M03,P001,BATCH002,WO1001,1021.0,1017.0,4.0,25.44,running,9.0,11.0,OP01,INS0065,9.88,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,True
2026-01-01 11:30:00,FR01,L01,M02,P003,BATCH002,WO1001,1020.0,976.0,44.0,22.28,running,28.0,29.0,OP02,INS0066,10.089,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,True
2026-01-01 11:35:00,FR01,L02,M03,P002,BATCH002,WO1001,993.0,963.0,30.0,19.55,running,24.0,22.0,OP01,INS0067,9.791,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,True
2026-01-01 11:40:00,FR01,L03,M04,P001,BATCH002,WO1003,917.0,915.0,2.0,20.22,running,3.0,16.0,OP02,INS0068,10.549,9.5,10.5,fissure,esthetique,major,False,True,True,58.0,True,True
2026-01-01 11:45:00,FR01,L03,M01,P001,BATCH001,WO1003,1022.5,1015.5,7.0,21.18,running,27.0,8.0,OP01,INS0069,10.605,9.5,10.5,rayure,dimensionnel,major,False,True,True,76.0,True,False
2026-01-01 11:50:00,FR01,L03,M04,P001,BATCH003,WO1003,1128.0,1120.0,211.97761664564942,28.02,stopped,22.0,34.0,OP03,INS0070,9.999,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,False
2026-01-01 11:55:00,FR01,L03,M04,P002,BATCH002,WO1002,1042.0,1029.0,13.0,21.94,stopped,16.0,41.0,OP03,INS0071,10.274,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,False
2026-01-01 12:00:00,FR01,L03,M04,P002,BATCH001,WO1003,1076.0,1072.0,4.0,20.89,running,39.0,31.0,OP03,INS0072,9.546,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,True
2026-01-01 12:05:00,FR01,L01,M04,P001,BATCH001,WO1002,1057.5,878.0,9.0,19.905,stopped,50.0,7.0,OP01,INS0073,10.098,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,True
2026-01-01 12:10:00,FR02,L02,M04,P003,BATCH002,WO1003,1039.0,1032.0,7.0,18.92,running,6.0,15.0,OP03,INS0074,9.691,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True
2026-01-01 12:15:00,FR01,L01,M04,P002,BATCH002,WO1002,932.0,931.0,1.0,19.04,running,11.0,19.0,OP02,INS0075,9.814,9.5,10.5,no_defect,none,minor,True,False,False,91.0,False,True
2026-01-01 12:20:00,FR01,L02,M03,P003,BATCH003,WO1002,978.6666666666666,944.5,13.0,19.24,running,57.0,36.0,OP03,INS0076,10.02,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,True
2026-01-01 12:25:00,FR02,L03,M01,P002,BATCH001,WO1001,1025.3333333333333,958.0,17.0,21.8,running,30.0,31.0,OP01,INS0077,9.827,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,False
2026-01-01 12:30:00,FR01,L03,M02,P001,BATCH003,WO1001,1072.0,1072.0,0.0,22.43,running,34.0,17.0,OP01,INS0078,9.634,9.5,10.5,no_defect,none,minor,True,False,False,90.0,False,True
2026-01-01 12:35:00,FR02,L03,M02,P002,BATCH003,WO1003,1070.0,1040.0,30.0,22.5,running,28.0,39.0,OP02,INS0079,10.328,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True
2026-01-01 12:40:00,FR01,L02,M02,P003,BATCH003,WO1001,1078.0,1069.0,9.0,27.31,running,30.0,23.0,OP03,INS0080,10.597,9.5,10.5,rayure,esthetique,major,False,True,True,70.0,True,False
2026-01-01 12:45:00,FR02,L02,M04,P002,BATCH003,WO1001,1086.0,1082.0,4.0,22.47,stopped,207.9232060428032,7.0,OP03,INS0081,10.341,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,True
2026-01-01 12:50:00,FR01,L03,M03,P003,BATCH001,WO1002,974.0,946.0,28.0,21.19,running,39.0,29.0,OP03,INS0082,10.078,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,True
2026-01-01 12:55:00,FR01,L03,M04,P002,BATCH003,WO1003,1022.0,1012.0,10.0,19.31,running,45.0,40.0,OP03,INS0083,9.815,9.5,10.5,no_defect,none,minor,True,False,False,91.0,False,True
2026-01-01 13:00:00,FR02,L01,M01,P002,BATCH002,WO1001,1020.0,1004.0,16.0,21.79,running,31.0,40.5,OP03,INS0084,9.889,9.5,10.5,no_defect,none,minor,True,False,False,91.0,False,True
2026-01-01 13:05:00,FR02,L03,M02,P003,BATCH003,WO1003,942.0,914.0,28.0,18.59,running,43.0,41.0,OP01,INS0084,9.738,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True
2026-01-01 13:10:00,FR01,L02,M01,P002,BATCH001,WO1001,936.0,932.0,4.0,19.44,running,31.0,30.0,OP02,INS0086,9.937,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,True
2026-01-01 13:15:00,FR02,L02,M02,P002,BATCH003,WO1002,908.0,888.0,20.0,22.29,running,28.0,39.0,OP02,INS0086,9.842,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,True
2026-01-01 13:20:00,FR02,L01,M03,P003,BATCH002,WO1003,1121.0,1114.0,7.0,23.13,running,16.0,7.0,OP02,INS0088,10.13,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True
2026-01-01 13:25:00,FR02,L03,M03,P001,BATCH001,WO1003,1005.0,967.0,38.0,25.01,running,33.0,10.0,OP02,INS0089,10.104,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True
2026-01-01 13:30:00,FR02,L01,M03,P002,BATCH001,WO1002,880.0,858.0,22.0,16.09,running,14.0,31.0,OP01,INS0090,10.099,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,True
2026-01-01 13:35:00,FR02,L03,M03,P001,BATCH003,WO1003,1072.0,1066.0,6.0,24.25,running,6.0,5.0,OP03,INS0091,10.094,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True
2026-01-01 13:40:00,FR01,L03,M02,P002,BATCH003,WO1002,979.0,950.0,29.0,19.42,running,1.0,42.0,OP03,INS0092,10.555,9.5,10.5,deformation,dimensionnel,critical,False,True,True,55.0,True,True
2026-01-01 13:45:00,FR02,L02,M04,P002,BATCH002,WO1001,1003.0,975.0,28.0,18.95,stopped,54.0,26.0,OP03,INS0093,10.112,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True
2026-01-01 13:50:00,FR02,L03,M02,P002,BATCH001,WO1002,1063.0,1039.0,24.0,19.78,running,32.0,42.0,OP03,INS0093,9.709,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True
2026-01-01 13:55:00,FR02,L03,M04,P001,BATCH001,WO1001,1015.0,1013.0,2.0,18.79,running,56.0,23.0,OP01,INS0095,9.787,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True
2026-01-01 14:00:00,FR02,L01,M02,P001,BATCH001,WO1003,988.0,945.0,43.0,21.83,maintenance,18.0,38.0,OP03,INS0096,9.634,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True
2026-01-01 14:05:00,FR02,L01,M04,P003,BATCH003,WO1002,992.0,977.0,15.0,23.73,maintenance,26.0,7.0,OP03,INS0097,9.884,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True
2026-01-01 14:10:00,FR01,L02,M03,P002,BATCH003,WO1001,1029.0,993.0,36.0,19.52,stopped,7.0,17.0,OP02,INS0098,9.8755,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,True
2026-01-01 14:15:00,FR01,L02,M02,P002,BATCH001,WO1002,1077.0,1057.0,20.0,22.17,stopped,24.0,27.0,OP01,INS0099,9.867,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,False
2026-01-01 14:20:00,FR01,L01,M03,P001,BATCH003,WO1002,981.0,935.0,46.0,23.9,stopped,41.0,28.0,OP02,INS0100,9.783,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,False
2026-01-01 14:25:00,FR02,L02,M03,P002,BATCH002,WO1001,1133.0,1128.0,5.0,26.5,stopped,58.0,34.0,OP03,INS0101,10.233,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,True
2026-01-01 14:30:00,FR02,L01,M04,P001,BATCH001,WO1001,1086.0,1053.0,33.0,24.69,stopped,34.0,11.0,OP03,INS0102,10.016,9.5,10.5,no_defect,none,minor,True,False,False,90.0,False,True
2026-01-01 14:35:00,FR02,L01,M01,P003,BATCH003,WO1002,1055.0,1008.0,47.0,25.1,running,7.0,5.0,OP02,INS0103,10.006,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True
2026-01-01 14:40:00,FR02,L03,M02,P003,BATCH002,WO1003,1080.0,1064.0,16.0,20.09,running,19.0,15.0,OP03,INS0104,10.088,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True
2026-01-01 14:45:00,FR01,L01,M04,P001,BATCH002,WO1001,1023.0,979.0,44.0,18.6,running,0.0,41.0,OP02,INS0105,9.712,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,False
2026-01-01 14:50:00,FR02,L03,M04,P001,BATCH003,WO1003,984.0,963.0,21.0,24.48,running,59.0,7.0,OP02,INS0106,9.844,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,True
2026-01-01 14:55:00,FR01,L03,M02,P003,BATCH002,WO1002,886.0,869.0,17.0,17.35,running,1.0,18.0,OP01,INS0106,9.867,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,True
2026-01-01 15:00:00,FR01,L02,M03,P001,BATCH002,WO1002,1038.0,1038.0,0.0,21.55,running,3.0,17.0,OP01,INS0108,9.811,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,False
2026-01-01 15:05:00,FR01,L02,M03,P001,BATCH002,WO1002,1048.0,1029.0,19.0,19.81,stopped,43.0,18.0,OP03,INS0109,9.859,9.5,10.5,no_defect,none,minor,True,False,False,91.0,False,True
2026-01-01 15:10:00,FR01,L02,M03,P003,BATCH003,WO1003,894.0,849.0,45.0,16.47,running,11.0,6.0,OP02,INS0110,10.268,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True
2026-01-01 15:15:00,FR02,L01,M02,P003,BATCH001,WO1003,1047.0,1027.0,20.0,22.87,running,31.0,42.0,OP01,INS0111,9.701,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,True
2026-01-01 15:20:00,FR02,L02,M02,P003,BATCH001,WO1003,878.0,829.0,49.0,17.01,running,11.0,30.0,OP02,INS0112,10.014,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True
2026-01-01 15:25:00,FR02,L01,M02,P003,BATCH001,WO1003,1032.0,999.0,33.0,20.3,running,45.0,40.0,OP02,INS0113,10.158,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,True
2026-01-01 15:30:00,FR01,L01,M04,P003,BATCH003,WO1003,1049.0,1036.0,13.0,19.29,running,53.0,38.0,OP01,INS0114,10.577,9.5,10.5,fissure,dimensionnel,major,False,True,True,70.0,True,False
2026-01-01 15:35:00,FR01,L02,M03,P001,BATCH003,WO1002,952.0,952.0,0.0,18.82,running,24.0,36.0,OP02,INS0115,9.64,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True
2026-01-01 15:40:00,FR01,L01,M02,P002,BATCH002,WO1001,1091.0,1070.0,21.0,22.99,stopped,51.0,20.0,OP01,INS0116,10.123,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,True
2026-01-01 15:45:00,FR02,L02,M02,P002,BATCH002,WO1003,1010.0,978.0,32.0,20.37,running,3.0,27.0,OP03,INS0117,9.59,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,False
2026-01-01 15:50:00,FR02,L01,M02,P002,BATCH002,WO1002,899.0,867.0,32.0,17.51,stopped,34.0,5.0,OP01,INS0118,9.735,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,False
2026-01-01 15:55:00,FR01,L02,M04,P001,BATCH002,WO1001,870.0,862.0,8.0,16.89,stopped,29.0,21.0,OP02,INS0119,9.857,9.5,10.5,no_defect,none,minor,True,False,False,91.0,False,True
2026-01-01 16:00:00,FR02,L01,M01,P001,BATCH003,WO1003,916.0,900.0,16.0,17.72,stopped,7.0,19.5,OP03,INS0120,9.779,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True
2026-01-01 16:05:00,FR02,L01,M01,P003,BATCH001,WO1003,1057.0,1057.0,0.0,25.18,running,59.0,18.0,OP02,INS0121,9.916,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True
2026-01-01 16:10:00,FR01,L01,M04,P002,BATCH002,WO1003,1079.0,1074.0,5.0,25.66,maintenance,0.0,20.0,OP02,INS0122,10.132,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,True
