timestamp,plant_id,old_production_line_id,product_id,batch_id,work_order_id,actual_production_qty,good_qty,scrap_qty,production_speed,machine_status,downtime_minutes,setup_time_minutes,operator_id,inspection_id,dimension_measurement,tolerance_min,tolerance_max,defect_type,defect_category,defect_severity,is_conforming,scrap_flag,rework_required,quality_score,vision_defect_detected,operator_validation,old_plant_id,old_product_id,old_machine_id,machine_id,machine_name,machine_type,factory_id,factory_name,country,production_line_id,production_line_name,product_family,manufacturer,criticality_level,machine_generation,site_maturity_level,equipment_level,sensor_reliability,data_quality_level,maintenance_strategy,machine_availability_profile,oee_profile,unplanned_downtime_profile,quality_drift_profile,energy_efficiency_profile,systems_maturity,part_name
2026-01-01 06:50:00,FR01,L02,P004,BATCH001,WO1003,1126.0,1097.0,29.0,21.53,running,14.0,27.0,OP03,INS0009,9.965,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True,FR02,P002,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 06:55:00,FR01,L01,P001,BATCH001,WO1001,1110.0,1068.0,42.0,21.91,stopped,35.0,36.0,OP02,INS0011,10.316,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True,FR01,P001,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 07:00:00,FR01,L01,P002,BATCH002,WO1003,1039.0,1026.0,13.0,18.99,running,204.10294117647055,9.0,OP03,INS0012,9.851,9.5,10.5,no_defect,none,minor,True,False,False,91.0,False,True,FR01,P002,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-01 07:05:00,FR01,L02,P001,BATCH001,WO1003,1047.0,1035.0,12.0,20.66,running,21.0,30.0,OP02,INS0013,9.7,9.5,10.5,no_defect,none,minor,True,False,False,90.0,False,True,FR01,P002,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 07:10:00,FR01,L03,P003,BATCH001,WO1002,1126.0,1107.0,19.0,24.33,running,26.0,43.0,OP02,INS0014,9.549,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,True,FR02,P002,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 07:15:00,FR01,L02,P003,BATCH002,WO1003,888.0,863.0,25.0,17.59,stopped,28.0,30.0,OP02,INS0015,10.025,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True,FR01,P001,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 07:20:00,FR01,L03,P001,BATCH001,WO1003,1011.0,985.0,26.0,18.38,running,14.0,7.0,OP03,INS0015,9.936,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,True,FR01,P001,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 07:25:00,FR01,L03,P004,BATCH003,WO1003,970.0,946.0,24.0,19.15,stopped,9.0,28.0,OP03,INS0015,9.704,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True,FR02,P002,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 07:30:00,FR01,L01,P001,BATCH002,WO1001,1111.0,1103.0,8.0,21.6,stopped,19.0,38.0,OP02,INS0018,10.1,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True,FR02,P002,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 07:35:00,FR01,L03,P003,BATCH002,WO1001,1065.0,1025.0,40.0,19.69,running,21.0,38.0,OP03,INS0019,9.815,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,True,FR01,P002,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 07:40:00,FR01,L01,P001,BATCH002,WO1001,898.0,851.0,47.0,21.53,running,49.0,24.0,OP03,INS0020,10.433,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True,FR02,P002,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 07:45:00,FR01,L02,P002,BATCH003,WO1002,941.0,930.0,11.0,18.61,running,47.0,34.0,OP01,INS0021,9.392,9.5,10.5,fissure,dimensionnel,critical,False,True,True,78.0,True,True,FR01,P001,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-01 07:50:00,FR01,L02,P001,BATCH001,WO1003,978.0,969.0,9.0,18.54,running,52.0,24.0,OP02,INS0022,10.062,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True,FR01,P002,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 07:55:00,FR01,L02,P004,BATCH002,WO1001,877.0,872.0,5.0,16.15,running,58.0,22.0,OP03,INS0023,10.011,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True,FR02,P001,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 08:00:00,FR01,L01,P002,BATCH002,WO1002,997.0,948.0,49.0,23.1,running,8.0,42.0,OP03,INS0024,9.93,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True,FR01,P003,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-01 08:05:00,FR01,L03,P003,BATCH002,WO1003,914.0,881.0,33.0,22.175,running,55.0,24.0,OP03,INS0025,9.868,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True,FR01,P001,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 08:10:00,FR01,L01,P001,BATCH003,WO1001,1067.0,1027.0,40.0,21.25,running,50.0,10.0,OP03,INS0026,10.017,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,False,FR02,P003,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 08:15:00,FR01,L02,P004,BATCH003,WO1001,900.0,882.0,18.0,20.59,running,31.0,8.5,OP01,INS0027,10.266,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True,FR01,P001,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 08:20:00,FR01,L01,P004,BATCH003,WO1002,923.0,918.0,5.0,18.83,running,16.0,7.0,OP03,INS0028,9.582,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True,FR02,P001,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 08:25:00,FR01,L01,P003,BATCH001,WO1003,1048.0,1047.0,1.0,23.89,running,41.0,23.0,OP03,INS0029,9.799,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,False,FR01,P001,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 08:30:00,FR01,L01,P003,BATCH001,WO1003,1041.0,1027.0,14.0,23.13,running,18.0,14.0,OP01,INS0029,9.737,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True,FR02,P002,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 08:35:00,FR01,L03,P004,BATCH003,WO1003,1038.0,1022.0,16.0,22.26,running,39.0,9.0,OP02,INS0031,9.726,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True,FR02,P001,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 08:40:00,FR01,L01,P002,BATCH001,WO1001,861.0,846.0,15.0,17.96,stopped,26.0,26.0,OP02,INS0032,10.086,9.5,10.5,no_defect,none,minor,True,False,False,90.0,False,True,FR02,P002,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-01 08:45:00,FR01,L03,P001,BATCH003,WO1003,1088.0,1061.0,27.0,23.28,running,50.0,13.0,OP01,INS0033,10.147,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,False,FR02,P001,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 08:50:00,FR01,L03,P003,BATCH001,WO1001,930.0,910.0,20.0,19.62,running,36.0,37.0,OP02,INS0034,10.266,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,True,FR02,P001,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 08:55:00,FR01,L01,P002,BATCH001,WO1001,1119.0,1112.0,7.0,25.16,running,33.0,19.0,OP02,INS0035,10.151,9.5,10.5,no_defect,none,minor,True,False,False,90.0,False,True,FR02,P003,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-01 09:00:00,FR01,L03,P001,BATCH003,WO1002,1139.0,1130.0,9.0,26.87,running,46.0,28.0,OP01,INS0036,10.172,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True,FR01,P001,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 09:05:00,FR01,L01,P004,BATCH002,WO1001,897.0,888.0,9.0,22.03,running,48.0,34.0,OP03,INS0037,9.647,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,False,FR01,P002,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 09:10:00,FR01,L02,P003,BATCH002,WO1002,1058.0,1009.0,49.0,24.64,running,58.0,40.0,OP01,INS0038,10.371,9.5,10.5,no_defect,none,minor,True,False,False,91.0,False,True,FR02,P003,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 09:15:00,FR01,L02,P003,BATCH001,WO1002,884.0,875.0,9.0,18.14,running,9.0,43.0,OP01,INS0039,9.948,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True,FR01,P003,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 09:20:00,FR01,L03,P001,BATCH001,WO1003,968.0,960.0,8.0,18.69,running,29.0,10.0,OP01,INS0040,10.258,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True,FR02,P001,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 09:25:00,FR01,L02,P003,BATCH001,WO1002,914.0,887.0,27.0,21.49,running,20.0,19.0,OP01,INS0041,9.656,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True,FR02,P001,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 09:30:00,FR01,L01,P002,BATCH001,WO1003,1091.0,1068.0,23.0,26.21,running,20.0,42.0,OP01,INS0041,9.94,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,False,FR01,P003,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-01 09:35:00,FR01,L03,P001,BATCH001,WO1002,885.0,867.0,18.0,17.27,running,53.0,43.0,OP03,INS0043,10.236,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,True,FR02,P002,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 09:40:00,FR01,L01,P002,BATCH001,WO1001,1101.0,1069.0,32.0,24.7,running,33.0,26.0,OP02,INS0044,10.007,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,False,FR01,P001,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-01 09:45:00,FR01,L03,P003,BATCH003,WO1003,1092.0,1089.0,3.0,20.12,running,8.0,7.0,OP01,INS0045,9.812,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True,FR02,P003,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 09:50:00,FR01,L03,P003,BATCH002,WO1001,1046.6666666666667,889.0,2.0,17.57,running,33.0,33.0,OP03,INS0046,10.327,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,True,FR02,P002,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 09:55:00,FR01,L03,P003,BATCH003,WO1003,1001.3333333333334,877.0,41.0,20.44,stopped,49.0,33.0,OP01,INS0047,9.707,9.5,10.5,no_defect,none,minor,True,False,False,90.0,False,True,FR01,P002,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 10:00:00,FR01,L03,P002,BATCH003,WO1001,956.0,945.0,11.0,21.56,stopped,11.0,35.0,OP03,INS0048,9.995,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,False,FR02,P003,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-01 10:05:00,FR01,L02,P003,BATCH003,WO1002,888.0,871.0,17.0,18.56,running,46.0,6.0,OP02,INS0049,10.16,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,True,FR02,P003,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 10:10:00,FR01,L02,P001,BATCH002,WO1003,918.0,896.0,22.0,22.29,running,20.0,39.0,OP03,INS0050,10.524,9.5,10.5,fissure,fonctionnel,major,False,True,True,67.0,True,True,FR02,P001,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 10:15:00,FR01,L02,P004,BATCH002,WO1003,1029.0,1010.0,19.0,24.64,running,56.0,13.0,OP03,INS0051,9.885,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,True,FR01,P002,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
